series_id,timestamp,ground_truth,prediction
0,2023-01-01 12:00:00,0.643502,0.222815
0,2023-01-01 12:00:00,0.7725265,0.2125783
0,2023-01-01 12:00:00,0.7273655,0.25051337
0,2023-01-01 13:00:00,0.7613874,0.17416066
0,2023-01-01 13:00:00,0.87949526,0.20465985
0,2023-01-01 13:00:00,0.72110915,0.20732458
2,2023-01-01 12:00:00,0.7725265,0.22260375
2,2023-01-01 12:00:00,0.7273655,0.2124385
2,2023-01-01 13:00:00,0.7613874,0.24591693
2,2023-01-01 13:00:00,0.87949526,0.1742432
2,2023-01-01 13:00:00,0.72110915,0.20437172
2,2023-01-01 14:00:00,0.46993592,0.20338993
1,2023-01-01 12:00:00,0.7273655,0.22233196
1,2023-01-01 13:00:00,0.7613874,0.20811476
1,2023-01-01 13:00:00,0.87949526,0.2454067
1,2023-01-01 13:00:00,0.72110915,0.17357075
1,2023-01-01 14:00:00,0.46993592,0.19847053
1,2023-01-01 14:00:00,0.2562703,0.20308991
2,2023-01-01 13:00:00,0.7613874,0.21663813
2,2023-01-01 13:00:00,0.87949526,0.2063154
2,2023-01-01 13:00:00,0.72110915,0.24395803
2,2023-01-01 14:00:00,0.46993592,0.16864182
2,2023-01-01 14:00:00,0.2562703,0.19708419
2,2023-01-01 14:00:00,0.9686861,0.20162757
1,2023-01-01 13:00:00,0.87949526,0.21585941
1,2023-01-01 13:00:00,0.72110915,0.2060983
1,2023-01-01 14:00:00,0.46993592,0.23890975
1,2023-01-01 14:00:00,0.2562703,0.16823629
1,2023-01-01 14:00:00,0.9686861,0.19652301
1,2023-01-01 15:00:00,-0.31486887,0.19734797
0,2023-01-01 13:00:00,0.72110915,0.21517253
0,2023-01-01 14:00:00,0.46993592,0.20081614
0,2023-01-01 14:00:00,0.2562703,0.23783989
0,2023-01-01 14:00:00,0.9686861,0.16715801
0,2023-01-01 15:00:00,-0.31486887,0.1900238
0,2023-01-01 15:00:00,0.10196632,0.19626784
1,2023-01-01 14:00:00,0.46993592,0.20997198
1,2023-01-01 14:00:00,0.2562703,0.20035535
1,2023-01-01 14:00:00,0.9686861,0.23704015
1,2023-01-01 15:00:00,-0.31486887,0.16278446
1,2023-01-01 15:00:00,0.10196632,0.18950908
1,2023-01-01 15:00:00,0.08581826,0.19576219
0,2023-01-01 14:00:00,0.2562703,0.20615622
0,2023-01-01 14:00:00,0.9686861,0.19620606
0,2023-01-01 15:00:00,-0.31486887,0.22873583
0,2023-01-01 15:00:00,0.10196632,0.15973672
0,2023-01-01 15:00:00,0.08581826,0.18589102
0,2023-01-01 16:00:00,-0.60502636,0.18769962
2,2023-01-01 14:00:00,0.9686861,0.20356742
2,2023-01-01 15:00:00,-0.31486887,0.18922563
2,2023-01-01 15:00:00,0.10196632,0.2257535
2,2023-01-01 15:00:00,0.08581826,0.15710118
2,2023-01-01 16:00:00,-0.60502636,0.1781489
2,2023-01-01 16:00:00,-1.0009403,0.18494448
1,2023-01-01 15:00:00,-0.31486887,0.19677751
1,2023-01-01 15:00:00,0.10196632,0.1866606
1,2023-01-01 15:00:00,0.08581826,0.22321811
1,2023-01-01 16:00:00,-0.60502636,0.15138625
1,2023-01-01 16:00:00,-1.0009403,0.17592105
1,2023-01-01 16:00:00,-0.46448272,0.18249768
0,2023-01-01 15:00:00,0.10196632,0.19008744
0,2023-01-01 15:00:00,0.08581826,0.17919925
0,2023-01-01 16:00:00,-0.60502636,0.2119015
0,2023-01-01 16:00:00,-1.0009403,0.14578398
0,2023-01-01 16:00:00,-0.46448272,0.16979569
0,2023-01-01 17:00:00,-0.56130207,0.17133741
2,2023-01-01 15:00:00,0.08581826,0.1876548
2,2023-01-01 16:00:00,-0.60502636,0.17247693
2,2023-01-01 16:00:00,-1.0009403,0.20928416
2,2023-01-01 16:00:00,-0.46448272,0.14337194
2,2023-01-01 17:00:00,-0.56130207,0.16218819
2,2023-01-01 17:00:00,-0.7884181,0.16872138
1,2023-01-01 16:00:00,-0.60502636,0.1773846
1,2023-01-01 16:00:00,-1.0009403,0.16566506
1,2023-01-01 16:00:00,-0.46448272,0.20280734
1,2023-01-01 17:00:00,-0.56130207,0.13459651
1,2023-01-01 17:00:00,-0.7884181,0.15689386
1,2023-01-01 17:00:00,-0.62213564,0.16225694
0,2023-01-01 16:00:00,-1.0009403,0.17206866
0,2023-01-01 16:00:00,-0.46448272,0.16021332
0,2023-01-01 17:00:00,-0.56130207,0.19335067
0,2023-01-01 17:00:00,-0.7884181,0.13041279
0,2023-01-01 17:00:00,-0.62213564,0.15234989
0,2023-01-01 18:00:00,0.14013477,0.15298292
2,2023-01-01 16:00:00,-0.46448272,0.16442311
2,2023-01-01 17:00:00,-0.56130207,0.14702041
2,2023-01-01 17:00:00,-0.7884181,0.18497336
2,2023-01-01 17:00:00,-0.62213564,0.1234535
2,2023-01-01 18:00:00,0.14013477,0.13964373
2,2023-01-01 18:00:00,0.37539157,0.14426713
1,2023-01-01 17:00:00,-0.56130207,0.15518911
1,2023-01-01 17:00:00,-0.7884181,0.14175715
1,2023-01-01 17:00:00,-0.62213564,0.17972478
1,2023-01-01 18:00:00,0.14013477,0.11561543
1,2023-01-01 18:00:00,0.37539157,0.13563427
1,2023-01-01 18:00:00,-0.18903063,0.13898215
0,2023-01-01 17:00:00,-0.7884181,0.15014341
0,2023-01-01 17:00:00,-0.62213564,0.13627571
0,2023-01-01 18:00:00,0.14013477,0.17042908
0,2023-01-01 18:00:00,0.37539157,0.111634105
0,2023-01-01 18:00:00,-0.18903063,0.13114241
0,2023-01-01 19:00:00,0.47719914,0.13000177
2,2023-01-01 17:00:00,-0.62213564,0.14506793
2,2023-01-01 18:00:00,0.14013477,0.12638915
2,2023-01-01 18:00:00,0.37539157,0.16484469
2,2023-01-01 18:00:00,-0.18903063,0.10692832
2,2023-01-01 19:00:00,0.47719914,0.12105937
2,2023-01-01 19:00:00,0.23983118,0.124378264
1,2023-01-01 18:00:00,0.14013477,0.13910395
1,2023-01-01 18:00:00,0.37539157,0.12501147
1,2023-01-01 18:00:00,-0.18903063,0.16302784
1,2023-01-01 19:00:00,0.47719914,0.10192487
1,2023-01-01 19:00:00,0.23983118,0.11997557
1,2023-01-01 19:00:00,0.44285348,0.12259424
2,2023-01-01 18:00:00,0.37539157,0.13417163
2,2023-01-01 18:00:00,-0.18903063,0.11902675
2,2023-01-01 19:00:00,0.47719914,0.15351
2,2023-01-01 19:00:00,0.23983118,0.097946495
2,2023-01-01 19:00:00,0.44285348,0.11511734
2,2023-01-01 20:00:00,0.355057,0.11383209
0,2023-01-01 18:00:00,-0.18903063,0.13582349
0,2023-01-01 19:00:00,0.47719914,0.117682815
0,2023-01-01 19:00:00,0.23983118,0.15549129
0,2023-01-01 19:00:00,0.44285348,0.09916784
0,2023-01-01 20:00:00,0.355057,0.1116257
0,2023-01-01 20:00:00,0.37404367,0.11572583
2,2023-01-01 19:00:00,0.47719914,0.12980008
2,2023-01-01 19:00:00,0.23983118,0.11531271
2,2023-01-01 19:00:00,0.44285348,0.15312347
2,2023-01-01 20:00:00,0.355057,0.09390421
2,2023-01-01 20:00:00,0.37404367,0.1097341
2,2023-01-01 20:00:00,0.37399578,0.11352891
1,2023-01-01 19:00:00,0.23983118,0.12993263
1,2023-01-01 19:00:00,0.44285348,0.11609396
1,2023-01-01 20:00:00,0.355057,0.14941375
1,2023-01-01 20:00:00,0.37404367,0.09443697
1,2023-01-01 20:00:00,0.37399578,0.109903455
1,2023-01-01 21:00:00,0.37210816,0.110717475
0,2023-01-01 19:00:00,0.44285348,0.12772353
0,2023-01-01 20:00:00,0.355057,0.10949075
0,2023-01-01 20:00:00,0.37404367,0.14679027
0,2023-01-01 20:00:00,0.37399578,0.092083946
0,2023-01-01 21:00:00,0.37210816,0.10241148
0,2023-01-01 21:00:00,0.19921018,0.10807373
2,2023-01-01 20:00:00,0.355057,0.124595866
2,2023-01-01 20:00:00,0.37404367,0.11110753
2,2023-01-01 20:00:00,0.37399578,0.14794497
2,2023-01-01 21:00:00,0.37210816,0.089568555
2,2023-01-01 21:00:00,0.19921018,0.103528425
2,2023-01-01 21:00:00,0.5853564,0.10938683
1,2023-01-01 20:00:00,0.37404367,0.121816814
1,2023-01-01 20:00:00,0.37399578,0.1082769
1,2023-01-01 21:00:00,0.37210816,0.14082357
1,2023-01-01 21:00:00,0.19921018,0.08753526
1,2023-01-01 21:00:00,0.5853564,0.100839525
1,2023-01-01 22:00:00,0.17908362,0.10316092
0,2023-01-01 20:00:00,0.37399578,0.1205935
0,2023-01-01 21:00:00,0.37210816,0.10306743
0,2023-01-01 21:00:00,0.19921018,0.13951115
0,2023-01-01 21:00:00,0.5853564,0.086106345
0,2023-01-01 22:00:00,0.17908362,0.094407886
0,2023-01-01 22:00:00,0.25866768,0.10176271
2,2023-01-01 21:00:00,0.37210816,0.11536616
2,2023-01-01 21:00:00,0.19921018,0.102155164
2,2023-01-01 21:00:00,0.5853564,0.1382692
2,2023-01-01 22:00:00,0.17908362,0.08178869
2,2023-01-01 22:00:00,0.25866768,0.09362945
2,2023-01-01 22:00:00,0.29726762,0.10072315
1,2023-01-01 21:00:00,0.19921018,0.11380884
1,2023-01-01 21:00:00,0.5853564,0.10066208
1,2023-01-01 22:00:00,0.17908362,0.13253063
1,2023-01-01 22:00:00,0.25866768,0.080703914
1,2023-01-01 22:00:00,0.29726762,0.09202939
1,2023-01-01 23:00:00,0.2076188,0.09572849
0,2023-01-01 21:00:00,0.5853564,0.11200875
0,2023-01-01 22:00:00,0.17908362,0.094949394
0,2023-01-01 22:00:00,0.25866768,0.13067931
0,2023-01-01 22:00:00,0.29726762,0.07893583
0,2023-01-01 23:00:00,0.2076188,0.08507198
0,2023-01-01 23:00:00,0.54776365,0.09382711
2,2023-01-01 22:00:00,0.17908362,0.10630335
2,2023-01-01 22:00:00,0.25866768,0.093032464
2,2023-01-01 22:00:00,0.29726762,0.1288093
2,2023-01-01 23:00:00,0.2076188,0.07422982
2,2023-01-01 23:00:00,0.54776365,0.083645254
2,2023-01-01 23:00:00,0.7521018,0.09216148
1,2023-01-01 22:00:00,0.25866768,0.12616563
1,2023-01-01 22:00:00,0.29726762,0.107186615
1,2023-01-01 23:00:00,0.2076188,0.1740214
1,2023-01-01 23:00:00,0.54776365,0.08990222
1,2023-01-01 23:00:00,0.7521018,0.115285814
1,2023-01-02 00:00:00,0.9003607,0.17082691
0,2023-01-01 22:00:00,0.29726762,0.13740346
0,2023-01-01 23:00:00,0.2076188,0.10555205
0,2023-01-01 23:00:00,0.54776365,0.19330148
0,2023-01-01 23:00:00,0.7521018,0.10840905
0,2023-01-02 00:00:00,0.9003607,0.14327136
0,2023-01-02 00:00:00,1.2445107,0.18010232
1,2023-01-01 23:00:00,0.2076188,0.13915727
1,2023-01-01 23:00:00,0.54776365,0.11733803
1,2023-01-01 23:00:00,0.7521018,0.21691228
1,2023-01-02 00:00:00,0.9003607,0.19587433
1,2023-01-02 00:00:00,1.2445107,0.15921709
1,2023-01-02 00:00:00,0.8710121,0.20081651
0,2023-01-01 23:00:00,0.54776365,0.16970155
0,2023-01-01 23:00:00,0.7521018,0.15617418
0,2023-01-02 00:00:00,0.9003607,0.30538595
0,2023-01-02 00:00:00,1.2445107,0.22158322
0,2023-01-02 00:00:00,0.8710121,0.19238481
0,2023-01-02 01:00:00,1.7181377,0.22913828
2,2023-01-01 23:00:00,0.7521018,0.20837544
2,2023-01-02 00:00:00,0.9003607,0.23494953
2,2023-01-02 00:00:00,1.2445107,0.328467
2,2023-01-02 00:00:00,0.8710121,0.2536695
2,2023-01-02 01:00:00,1.7181377,0.21701008
2,2023-01-02 01:00:00,2.1141422,0.25752348
0,2023-01-02 00:00:00,0.9003607,0.2757454
0,2023-01-02 00:00:00,1.2445107,0.2832527
0,2023-01-02 00:00:00,0.8710121,0.35824874
0,2023-01-02 01:00:00,1.7181377,0.29185772
0,2023-01-02 01:00:00,2.1141422,0.24119994
0,2023-01-02 01:00:00,1.7174186,0.28851622
2,2023-01-02 00:00:00,1.2445107,0.28092414
2,2023-01-02 00:00:00,0.8710121,0.2897272
2,2023-01-02 01:00:00,1.7181377,0.35973522
2,2023-01-02 01:00:00,2.1141422,0.29699445
2,2023-01-02 01:00:00,1.7174186,0.24600942
2,2023-01-02 02:00:00,2.2567208,0.2900174
1,2023-01-02 00:00:00,0.8710121,0.28449768
1,2023-01-02 01:00:00,1.7181377,0.28995246
1,2023-01-02 01:00:00,2.1141422,0.36341053
1,2023-01-02 01:00:00,1.7174186,0.3001793
1,2023-01-02 02:00:00,2.2567208,0.24380702
1,2023-01-02 02:00:00,2.0489619,0.2936607
0,2023-01-02 01:00:00,1.7181377,0.28472874
0,2023-01-02 01:00:00,2.1141422,0.29586992
0,2023-01-02 01:00:00,1.7174186,0.36852148
0,2023-01-02 02:00:00,2.2567208,0.3004532
0,2023-01-02 02:00:00,2.0489619,0.2486024
0,2023-01-02 02:00:00,2.2699707,0.29854268
2,2023-01-02 01:00:00,2.1141422,0.29144007
2,2023-01-02 01:00:00,1.7174186,0.30402607
2,2023-01-02 02:00:00,2.2567208,0.37139875
2,2023-01-02 02:00:00,2.0489619,0.3068424
2,2023-01-02 02:00:00,2.2699707,0.2547933
2,2023-01-02 03:00:00,2.8317683,0.30165434
1,2023-01-02 01:00:00,1.7174186,0.29970452
1,2023-01-02 02:00:00,2.2567208,0.31015587
1,2023-01-02 02:00:00,2.0489619,0.38018996
1,2023-01-02 02:00:00,2.2699707,0.3145526
1,2023-01-02 03:00:00,2.8317683,0.25758353
1,2023-01-02 03:00:00,2.2893138,0.31072095
0,2023-01-02 02:00:00,2.2567208,0.30056906
0,2023-01-02 02:00:00,2.0489619,0.31694645
0,2023-01-02 02:00:00,2.2699707,0.38584256
0,2023-01-02 03:00:00,2.8317683,0.3156262
0,2023-01-02 03:00:00,2.2893138,0.2632128
0,2023-01-02 03:00:00,2.2164397,0.3166627
2,2023-01-02 02:00:00,2.0489619,0.3075912
2,2023-01-02 02:00:00,2.2699707,0.32573983
2,2023-01-02 03:00:00,2.8317683,0.3889282
2,2023-01-02 03:00:00,2.2893138,0.32272273
2,2023-01-02 03:00:00,2.2164397,0.27027994
2,2023-01-02 04:00:00,1.6380218,0.3206973
1,2023-01-02 02:00:00,2.2699707,0.31241536
1,2023-01-02 03:00:00,2.8317683,0.3278192
1,2023-01-02 03:00:00,2.2893138,0.39394754
1,2023-01-02 03:00:00,2.2164397,0.3270695
1,2023-01-02 04:00:00,1.6380218,0.26972395
1,2023-01-02 04:00:00,1.5873051,0.3258625
2,2023-01-02 03:00:00,2.8317683,0.3140348
2,2023-01-02 03:00:00,2.2893138,0.33515304
2,2023-01-02 03:00:00,2.2164397,0.40024126
2,2023-01-02 04:00:00,1.6380218,0.32873136
2,2023-01-02 04:00:00,1.5873051,0.27575815
2,2023-01-02 04:00:00,1.7438381,0.33239102
1,2023-01-02 03:00:00,2.2893138,0.32241553
1,2023-01-02 03:00:00,2.2164397,0.34612775
1,2023-01-02 04:00:00,1.6380218,0.4048471
1,2023-01-02 04:00:00,1.5873051,0.337132
1,2023-01-02 04:00:00,1.7438381,0.2845294
1,2023-01-02 05:00:00,2.0241427,0.33820677
0,2023-01-02 03:00:00,2.2164397,0.32698298
0,2023-01-02 04:00:00,1.6380218,0.3474372
0,2023-01-02 04:00:00,1.5873051,0.40945923
0,2023-01-02 04:00:00,1.7438381,0.34120947
0,2023-01-02 05:00:00,2.0241427,0.28355926
0,2023-01-02 05:00:00,1.6294553,0.3430458
1,2023-01-02 04:00:00,1.6380218,0.328154
1,2023-01-02 04:00:00,1.5873051,0.3546781
1,2023-01-02 04:00:00,1.7438381,0.41566378
1,2023-01-02 05:00:00,2.0241427,0.34288526
1,2023-01-02 05:00:00,1.6294553,0.28962463
1,2023-01-02 05:00:00,1.7724966,0.34944618
0,2023-01-02 04:00:00,1.5873051,0.33129272
0,2023-01-02 04:00:00,1.7438381,0.3587222
0,2023-01-02 05:00:00,2.0241427,0.4144406
0,2023-01-02 05:00:00,1.6294553,0.34605697
0,2023-01-02 05:00:00,1.7724966,0.29292205
0,2023-01-02 06:00:00,2.30047,0.34912488
2,2023-01-02 04:00:00,1.7438381,0.33364177
2,2023-01-02 05:00:00,2.0241427,0.35721803
2,2023-01-02 05:00:00,1.6294553,0.41646463
2,2023-01-02 05:00:00,1.7724966,0.34764653
2,2023-01-02 06:00:00,2.30047,0.28925204
2,2023-01-02 06:00:00,2.584049,0.35101256
1,2023-01-02 05:00:00,2.0241427,0.33107853
1,2023-01-02 05:00:00,1.6294553,0.35993856
1,2023-01-02 05:00:00,1.7724966,0.41869047
1,2023-01-02 06:00:00,2.30047,0.34585208
1,2023-01-02 06:00:00,2.584049,0.29153788
1,2023-01-02 06:00:00,2.6487796,0.35355332
0,2023-01-02 05:00:00,1.6294553,0.335349
0,2023-01-02 05:00:00,1.7724966,0.3650208
0,2023-01-02 06:00:00,2.30047,0.418527
0,2023-01-02 06:00:00,2.584049,0.34995192
0,2023-01-02 06:00:00,2.6487796,0.29568666
0,2023-01-02 07:00:00,3.1606262,0.35431263
2,2023-01-02 05:00:00,1.7724966,0.33852515
2,2023-01-02 06:00:00,2.30047,0.36476535
2,2023-01-02 06:00:00,2.584049,0.42164513
2,2023-01-02 06:00:00,2.6487796,0.3527176
2,2023-01-02 07:00:00,3.1606262,0.29321182
2,2023-01-02 07:00:00,3.0897293,0.35763025
1,2023-01-02 06:00:00,2.30047,0.335558
1,2023-01-02 06:00:00,2.584049,0.36698303
1,2023-01-02 06:00:00,2.6487796,0.42349023
1,2023-01-02 07:00:00,3.1606262,0.3505588
1,2023-01-02 07:00:00,3.0897293,0.29523623
1,2023-01-02 07:00:00,3.03162,0.35980526
0,2023-01-02 06:00:00,2.584049,0.34114286
0,2023-01-02 06:00:00,2.6487796,0.3734948
0,2023-01-02 07:00:00,3.1606262,0.42465863
0,2023-01-02 07:00:00,3.0897293,0.355864
0,2023-01-02 07:00:00,3.03162,0.30059832
0,2023-01-02 08:00:00,3.007578,0.36204857
2,2023-01-02 06:00:00,2.6487796,0.345896
2,2023-01-02 07:00:00,3.1606262,0.37547776
2,2023-01-02 07:00:00,3.0897293,0.4295826
2,2023-01-02 07:00:00,3.03162,0.36048988
2,2023-01-02 08:00:00,3.007578,0.3003018
2,2023-01-02 08:00:00,3.0243363,0.36770743
1,2023-01-02 07:00:00,3.1606262,0.34657428
1,2023-01-02 07:00:00,3.0897293,0.38211522
1,2023-01-02 07:00:00,3.03162,0.4354198
1,2023-01-02 08:00:00,3.007578,0.36179557
1,2023-01-02 08:00:00,3.0243363,0.3062137
1,2023-01-02 08:00:00,2.6085086,0.37399638
0,2023-01-02 07:00:00,3.0897293,0.3549847
0,2023-01-02 07:00:00,3.03162,0.39258367
0,2023-01-02 08:00:00,3.007578,0.43987423
0,2023-01-02 08:00:00,3.0243363,0.37016213
0,2023-01-02 08:00:00,2.6085086,0.31517732
0,2023-01-02 09:00:00,2.453813,0.3799759
2,2023-01-02 07:00:00,3.03162,0.35853282
2,2023-01-02 08:00:00,3.007578,0.39274225
2,2023-01-02 08:00:00,3.0243363,0.44336253
2,2023-01-02 08:00:00,2.6085086,0.37334192
2,2023-01-02 09:00:00,2.453813,0.31335822
2,2023-01-02 09:00:00,2.3558862,0.38385096
0,2023-01-02 08:00:00,3.007578,0.3589205
0,2023-01-02 08:00:00,3.0243363,0.3990354
0,2023-01-02 08:00:00,2.6085086,0.44892144
0,2023-01-02 09:00:00,2.453813,0.37423038
0,2023-01-02 09:00:00,2.3558862,0.31894976
0,2023-01-02 09:00:00,2.22632,0.38976115
2,2023-01-02 08:00:00,3.0243363,0.36294872
2,2023-01-02 08:00:00,2.6085086,0.40433815
2,2023-01-02 09:00:00,2.453813,0.44889754
2,2023-01-02 09:00:00,2.3558862,0.37844616
2,2023-01-02 09:00:00,2.22632,0.32348022
2,2023-01-02 10:00:00,1.9567684,0.39108282
1,2023-01-02 08:00:00,2.6085086,0.36629948
1,2023-01-02 09:00:00,2.453813,0.40466356
1,2023-01-02 09:00:00,2.3558862,0.45245296
1,2023-01-02 09:00:00,2.22632,0.38130718
1,2023-01-02 10:00:00,1.9567684,0.32133645
1,2023-01-02 10:00:00,2.126991,0.39480913
2,2023-01-02 09:00:00,2.453813,0.36491066
2,2023-01-02 09:00:00,2.3558862,0.40911967
2,2023-01-02 09:00:00,2.22632,0.45622203
2,2023-01-02 10:00:00,1.9567684,0.38047007
2,2023-01-02 10:00:00,2.126991,0.3253052
2,2023-01-02 10:00:00,1.9037492,0.39892077
1,2023-01-02 09:00:00,2.3558862,0.3644553
1,2023-01-02 09:00:00,2.22632,0.4086894
1,2023-01-02 10:00:00,1.9567684,0.45104218
1,2023-01-02 10:00:00,2.126991,0.3799139
1,2023-01-02 10:00:00,1.9037492,0.32450628
1,2023-01-02 11:00:00,1.3853656,0.3947116
0,2023-01-02 09:00:00,2.22632,0.36500505
0,2023-01-02 10:00:00,1.9567684,0.40570813
0,2023-01-02 10:00:00,2.126991,0.4516051
0,2023-01-02 10:00:00,1.9037492,0.38016397
0,2023-01-02 11:00:00,1.3853656,0.31966338
0,2023-01-02 11:00:00,1.5044756,0.3953476
2,2023-01-02 10:00:00,1.9567684,0.35974517
2,2023-01-02 10:00:00,2.126991,0.4050374
2,2023-01-02 10:00:00,1.9037492,0.45086646
2,2023-01-02 11:00:00,1.3853656,0.37541154
2,2023-01-02 11:00:00,1.5044756,0.31901705
2,2023-01-02 11:00:00,1.7778803,0.39458808
1,2023-01-02 10:00:00,2.126991,0.35929245
1,2023-01-02 10:00:00,1.9037492,0.40491432
1,2023-01-02 11:00:00,1.3853656,0.4457429
1,2023-01-02 11:00:00,1.5044756,0.37503076
1,2023-01-02 11:00:00,1.7778803,0.3186651
1,2023-01-02 12:00:00,1.5513351,0.39074522
0,2023-01-02 10:00:00,1.9037492,0.35955775
0,2023-01-02 11:00:00,1.3853656,0.40177166
0,2023-01-02 11:00:00,1.5044756,0.44608414
0,2023-01-02 11:00:00,1.7778803,0.375265
0,2023-01-02 12:00:00,1.5513351,0.3137964
0,2023-01-02 12:00:00,1.8274332,0.3914562
2,2023-01-02 11:00:00,1.3853656,0.35256287
2,2023-01-02 11:00:00,1.5044756,0.39886236
2,2023-01-02 11:00:00,1.7778803,0.44335675
2,2023-01-02 12:00:00,1.5513351,0.36894697
2,2023-01-02 12:00:00,1.8274332,0.3112123
2,2023-01-02 12:00:00,1.671716,0.3886515
1,2023-01-02 11:00:00,1.5044756,0.34878835
1,2023-01-02 11:00:00,1.7778803,0.3947187
1,2023-01-02 12:00:00,1.5513351,0.4346767
1,2023-01-02 12:00:00,1.8274332,0.36536855
1,2023-01-02 12:00:00,1.671716,0.30734727
1,2023-01-02 13:00:00,2.2208157,0.38104033
0,2023-01-02 11:00:00,1.7778803,0.3457473
0,2023-01-02 12:00:00,1.5513351,0.3870845
0,2023-01-02 12:00:00,1.8274332,0.43113005
0,2023-01-02 12:00:00,1.671716,0.36213732
0,2023-01-02 13:00:00,2.2208157,0.29858828
0,2023-01-02 13:00:00,2.3469107,0.3773954
2,2023-01-02 12:00:00,1.5513351,0.3390854
2,2023-01-02 12:00:00,1.8274332,0.38464543
2,2023-01-02 12:00:00,1.671716,0.42877263
2,2023-01-02 13:00:00,2.2208157,0.35623145
2,2023-01-02 13:00:00,2.3469107,0.29634926
2,2023-01-02 13:00:00,2.1407232,0.3748662
0,2023-01-02 12:00:00,1.8274332,0.3373178
0,2023-01-02 12:00:00,1.671716,0.38285056
0,2023-01-02 13:00:00,2.2208157,0.42251402
0,2023-01-02 13:00:00,2.3469107,0.35466295
0,2023-01-02 13:00:00,2.1407232,0.29454833
0,2023-01-02 14:00:00,2.2028837,0.36970124
1,2023-01-02 12:00:00,1.671716,0.3371115
1,2023-01-02 13:00:00,2.2208157,0.37890816
